period_years,iter,interval_start,interval_end,FEA,FEB,VRFI0,A0,B0,Qturb_total_Hm3,Rebalse_total_Hm3,Qdis_prom_Hm3_mes,Satisf_prom_pct,Def_modelo_Hm3,Def_FE_Hm3,Def_total_Hm3,VRFI_fin_Hm3,A_fin_Hm3,B_fin_Hm3,TOTAL_fin_Hm3
15,1,1989/1990,2003/2004,0.5,0.5,0.0,0.0,0.0,12561.500439200008,7255.763118910002,71.08004159999999,76.85324911593445,1597.9881322100007,6903.7254524999935,8501.713584709994,116.05039400000004,0.0,58.35665479999999,174.40704880000004
15,2,2004/2005,2018/2019,0.5,0.5,0.0,0.0,0.0,7746.239321999989,2708.303493678801,44.33421119999999,72.97416247189904,1865.7896241787998,6903.7254524999935,8769.515076678794,116.05039399999978,0.0,59.368300000000104,175.4186939999999
15,1,1989/1990,2003/2004,0.5,0.5,43.8,65.0,26.3,12696.600439200009,7261.275434910001,71.08004159999999,78.73031802447677,1468.4004482100006,6903.7254524999935,8372.125900709994,116.05039400000004,0.0,58.35665479999999,174.40704880000004
15,2,2004/2005,2018/2019,0.5,0.5,43.8,65.0,26.3,7881.33932199999,2792.5791986788004,44.33421119999999,73.71034897510938,1814.9653291787972,6903.7254524999935,8718.69078167879,116.05039400000027,0.0,59.36829999999999,175.41869400000024
15,1,1989/1990,2003/2004,0.5,0.5,87.5,130.0,52.5,12831.500439200008,7324.212624160002,71.08004159999999,79.7726945101167,1396.4376374600008,6903.7254524999935,8300.163089959995,116.05039400000004,0.0,58.35665479999999,174.40704880000004
15,2,2004/2005,2018/2019,0.5,0.5,87.5,130.0,52.5,8016.239321999989,2888.6815974288,44.33421119999999,74.27232962623665,1776.1677279287974,6903.7254524999935,8679.893180428791,116.05039400000001,0.0,59.36829999999999,175.41869400000002
15,1,1989/1990,2003/2004,0.5,0.5,131.3,195.0,78.8,12966.60043920001,7420.515022910001,71.08004159999999,80.334675161244,1357.640036210001,6903.7254524999935,8261.365488709995,116.05039400000004,0.0,58.35665479999999,174.40704880000004
15,2,2004/2005,2018/2019,0.5,0.5,131.3,195.0,78.8,8151.339321999991,3023.781597428801,44.33421119999999,74.27232962623665,1776.1677279287974,6903.7254524999935,8679.893180428791,116.05039400000001,0.0,59.36829999999999,175.41869400000002
15,1,1989/1990,2003/2004,0.5,0.5,175.0,260.0,105.0,13101.500439200012,7555.415022910001,71.08004159999999,80.334675161244,1357.6400362100007,6903.7254524999935,8261.365488709995,116.05039400000004,0.0,58.35665479999999,174.40704880000004
15,2,2004/2005,2018/2019,0.5,0.5,175.0,260.0,105.0,8286.239321999992,3158.6815974288006,44.33421119999999,74.27232962623665,1776.1677279287974,6903.7254524999935,8679.893180428791,116.05039399999981,0.0,59.36829999999999,175.4186939999998
15,1,1989/1990,2003/2004,0.6,0.6,0.0,0.0,0.0,12614.16892809999,6838.71041476,71.08004159999999,69.71427423590754,2509.0120296599976,5522.980361999994,8031.992391659991,73.12168510000018,0.0,48.616874800000005,121.73855990000018
15,2,2004/2005,2018/2019,0.6,0.6,0.0,0.0,0.0,7813.990466540605,2414.7354706246006,44.33421119999999,65.17320531096732,2885.2155470839984,5522.980361999994,8408.195909083992,57.42558945940021,0.0,50.241960000000006,107.66754945940022
15,1,1989/1990,2003/2004,0.6,0.6,43.8,65.0,26.3,12749.268928099984,6838.71041476,71.08004159999999,71.34503626588607,2373.912029659998,5522.980361999994,7896.892391659992,73.12168510000018,0.0,48.616874800000005,121.73855990000018
15,2,2004/2005,2018/2019,0.6,0.6,43.8,65.0,26.3,7949.090466540603,2489.4490247646004,44.33421119999999,65.90211665836809,2824.8291012239993,5522.980361999994,8347.809463223994,57.425589459400115,0.0,50.241960000000006,107.66754945940012
15,1,1989/1990,2003/2004,0.6,0.6,87.5,130.0,52.5,12884.168928099989,6844.6627961310005,71.08004159999999,72.90153426970787,2244.9644110309982,5522.980361999994,7767.944773030992,73.12168510000018,0.0,48.616874800000005,121.73855990000018
15,2,2004/2005,2018/2019,0.6,0.6,87.5,130.0,52.5,8083.990466540603,2605.9995665246,44.33421119999999,66.12360888463358,2806.479642983999,5522.980361999994,8329.460004983994,57.425589459400115,0.0,50.241960000000006,107.66754945940012
15,1,1989/1990,2003/2004,0.6,0.6,131.3,195.0,78.8,13019.26892809999,6914.712783907,71.08004159999999,73.68673848869038,2179.9143988069977,5522.980361999994,7702.894760806992,73.12168510000018,0.0,48.616874800000005,121.73855990000018
15,2,2004/2005,2018/2019,0.6,0.6,131.3,195.0,78.8,8219.090466540603,2741.0995665246,44.33421119999999,66.12360888463358,2806.4796429839985,5522.980361999994,8329.460004983992,57.425589459400115,0.0,50.241960000000006,107.66754945940012
15,1,1989/1990,2003/2004,0.6,0.6,175.0,260.0,105.0,13154.16892809999,7049.612783907001,71.08004159999999,73.68673848869038,2179.9143988069977,5522.980361999994,7702.894760806992,73.12168510000018,0.0,48.616874800000005,121.73855990000018
15,2,2004/2005,2018/2019,0.6,0.6,175.0,260.0,105.0,8353.990466540607,2875.9995665246006,44.33421119999999,66.12360888463358,2806.4796429839985,5522.980361999994,8329.460004983992,57.425589459400115,0.0,50.241960000000006,107.66754945940012
15,1,1989/1990,2003/2004,0.7,0.7,0.0,0.0,0.0,12674.361948649997,6359.16557459,71.08004159999999,65.33942555995618,3350.019259439999,4142.235271500004,7492.254530940003,22.668444550000007,0.0,38.87709480000001,61.54553935000001
15,2,2004/2005,2018/2019,0.7,0.7,0.0,0.0,0.0,7857.873951449997,2216.026695539501,44.33421119999999,58.372699273833355,4023.3683775894997,4142.235271500004,8165.603649089504,22.668444550000025,0.0,41.11562000000001,63.78406455000003
15,1,1989/1990,2003/2004,0.7,0.7,43.8,65.0,26.3,12809.461948649996,6359.16557459,71.08004159999999,66.73722158565204,3214.9192594399997,4142.235271500004,7357.154530940004,22.668444550000007,0.0,38.87709480000001,61.54553935000001
15,2,2004/2005,2018/2019,0.7,0.7,43.8,65.0,26.3,7992.973951449995,2259.842390329501,44.33421119999999,59.3171614428263,3932.0840723795,4142.235271500004,8074.319343879504,22.668444550000025,0.0,41.11562000000001,63.78406455000003
15,1,1989/1990,2003/2004,0.7,0.7,87.5,130.0,52.5,12944.361948649996,6359.4905745900005,71.08004159999999,68.12958576150714,3080.34425944,4142.235271500004,7222.579530940004,22.668444550000007,0.0,38.87709480000001,61.54553935000001
15,2,2004/2005,2018/2019,0.7,0.7,87.5,130.0,52.5,8127.873951449996,2337.049198089501,44.33421119999999,59.914077170604095,3874.3908801394996,4142.235271500004,8016.626151639504,22.668444550000025,0.0,41.11562000000001,63.78406455000003
15,1,1989/1990,2003/2004,0.7,0.7,131.3,195.0,78.8,13079.461948649994,6394.476194245501,71.08004159999999,69.16540724900192,2980.2298790954997,4142.235271500004,7122.465150595504,22.668444550000007,0.0,38.87709480000001,61.54553935000001
15,2,2004/2005,2018/2019,0.7,0.7,131.3,195.0,78.8,8262.973951449987,2472.1491980895007,44.33421119999999,59.914077170604095,3874.3908801394996,4142.235271500004,8016.626151639504,22.668444550000025,0.0,41.11562000000001,63.78406455000003
15,1,1989/1990,2003/2004,0.7,0.7,175.0,260.0,105.0,13214.361948649994,6529.3761942455,71.08004159999999,69.16540724900192,2980.2298790955,4142.235271500004,7122.465150595504,22.668444550000007,0.0,38.87709480000001,61.54553935000001
15,2,2004/2005,2018/2019,0.7,0.7,175.0,260.0,105.0,8397.87395144999,2607.049198089501,44.33421119999999,59.914077170604095,3874.3908801394996,4142.235271500004,8016.626151639504,22.668444550000025,0.0,41.11562000000001,63.78406455000003
15,1,1989/1990,2003/2004,0.8,0.8,0.0,0.0,0.0,12705.584807999998,5961.407810799999,71.08004159999999,61.0555945808015,4301.783726800001,2761.490180999996,7063.273907799998,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
