period_years,iter,interval_start,interval_end,FEA,FEB,VRFI0,A0,B0,Qturb_total_Hm3,Rebalse_total_Hm3,Qdis_prom_Hm3_mes,Satisf_prom_pct,Def_modelo_Hm3,Def_FE_Hm3,Def_total_Hm3,VRFI_fin_Hm3,A_fin_Hm3,B_fin_Hm3,TOTAL_fin_Hm3
5,2,1994/1995,1998/1999,0.6,0.6,0.0,0.0,0.0,3645.4157560000012,1902.3060219800007,61.08730559999999,63.122068874739924,1018.3804469799998,1840.993453999999,2859.373900979999,0.0,0.0,1.6225800000000135,1.6225800000000135
5,3,1999/2000,2003/2004,0.6,0.6,0.0,0.0,0.0,4602.136992100002,2388.1867126800007,79.05625920000003,80.17230315185395,547.5399015799997,1840.993453999999,2388.533355579999,73.12168510000018,0.0,48.616874800000005,121.73855990000018
5,4,2004/2005,2008/2009,0.6,0.6,0.0,0.0,0.0,3800.4744317,1861.9206008840004,66.090672,70.1995554485008,822.9363501839997,1840.993453999999,2663.929804183999,95.22392830000015,0.0,50.241960000000006,145.46588830000016
5,5,2009/2010,2013/2014,0.6,0.6,0.0,0.0,0.0,1578.1432720000005,4.765100319999988,26.6219712,56.97569314225275,1188.1120093199997,1840.993453999999,3029.1054633199988,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.6,0.6,0.0,0.0,0.0,2290.2318745406005,416.28088784060014,40.2899904,67.86013579166156,887.5391942999996,1840.993453999999,2728.5326482999985,57.42558945940017,0.0,50.241960000000006,107.66754945940018
5,1,1989/1990,1993/1994,0.6,0.6,43.8,65.0,26.3,4336.356867200001,2381.9353673000005,73.09655999999998,70.77416075375137,807.0686811,1840.993453999999,2648.062135099999,104.97547280000003,0.0,60.061260000000004,165.03673280000004
5,2,1994/1995,1998/1999,0.6,0.6,43.8,65.0,26.3,3780.5157560000016,2037.4060219800006,61.08730559999999,63.12206887473994,1018.3804469799989,1840.993453999999,2859.373900979998,0.0,0.0,1.6225800000002408,1.6225800000002408
5,3,1999/2000,2003/2004,0.6,0.6,43.8,65.0,26.3,4737.236992100002,2499.2412938,79.05625920000003,81.04304384995385,523.4944826999998,1840.993453999999,2364.487936699999,73.12168510000015,0.0,48.616874800000005,121.73855990000015
5,4,2004/2005,2008/2009,0.6,0.6,43.8,65.0,26.3,3935.5744317,1936.6341550240006,66.090672,72.38628949070305,762.5499043239998,1840.993453999999,2603.5433583239987,95.22392830000015,0.0,50.241960000000006,145.46588830000016
5,5,2009/2010,2013/2014,0.6,0.6,43.8,65.0,26.3,1713.2432720000004,126.49309359999985,26.6219712,57.45992469273966,1174.7400025999996,1840.993453999999,3015.7334565999986,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.6,0.6,43.8,65.0,26.3,2425.3318745406,551.3808878405999,40.2899904,67.86013579166156,887.5391942999996,1840.993453999999,2728.5326482999985,57.42558945940011,0.0,50.241960000000006,107.6675494594001
5,1,1989/1990,1993/1994,0.6,0.6,87.5,130.0,52.5,4471.2568672000025,2387.8877486710003,73.09655999999998,75.44365476521676,678.1210624709997,1840.993453999999,2519.1145164709988,104.97547280000003,0.0,60.061260000000004,165.03673280000004
5,2,1994/1995,1998/1999,0.6,0.6,87.5,130.0,52.5,3915.4157560000012,2172.30602198,61.08730559999999,63.122068874739924,1018.3804469799998,1840.993453999999,2859.373900979999,0.0,0.0,1.6225800000000135,1.6225800000000135
5,3,1999/2000,2003/2004,0.6,0.6,87.5,130.0,52.5,4872.136992100002,2634.1412938000003,79.05625920000003,81.04304384995385,523.4944826999998,1840.993453999999,2364.487936699999,73.12168510000015,0.0,48.616874800000005,121.73855990000015
5,4,2004/2005,2008/2009,0.6,0.6,87.5,130.0,52.5,4070.4744317,2053.184696784,66.090672,73.05076616949955,744.2004460839997,1840.993453999999,2585.193900083999,95.22392830000015,0.0,50.241960000000006,145.46588830000016
5,5,2009/2010,2013/2014,0.6,0.6,87.5,130.0,52.5,1848.143272,261.39309359999993,26.6219712,57.45992469273966,1174.7400025999998,1840.993453999999,3015.733456599999,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.6,0.6,87.5,130.0,52.5,2560.2318745406,686.2808878406,40.2899904,67.86013579166156,887.5391942999996,1840.993453999999,2728.5326482999985,57.42558945940011,0.0,50.241960000000006,107.6675494594001
5,1,1989/1990,1993/1994,0.6,0.6,131.3,195.0,78.8,4606.356867200002,2457.9377364469997,73.09655999999998,77.79926742216433,613.0710502469996,1840.993453999999,2454.0645042469987,104.97547280000003,0.0,60.061260000000004,165.03673280000004
5,2,1994/1995,1998/1999,0.6,0.6,131.3,195.0,78.8,4050.5157560000007,2307.4060219800003,61.08730559999999,63.122068874739924,1018.3804469799996,1840.993453999999,2859.373900979999,0.0,0.0,1.6225800000000135,1.6225800000000135
5,3,1999/2000,2003/2004,0.6,0.6,131.3,195.0,78.8,5007.236992100003,2769.2412938000007,79.05625920000003,81.04304384995385,523.4944826999998,1840.993453999999,2364.487936699999,73.12168510000015,0.0,48.616874800000005,121.73855990000015
5,4,2004/2005,2008/2009,0.6,0.6,131.3,195.0,78.8,4205.5744317,2188.2846967840005,66.090672,73.05076616949955,744.2004460839995,1840.993453999999,2585.1939000839984,95.22392830000015,0.0,50.241960000000006,145.46588830000016
5,5,2009/2010,2013/2014,0.6,0.6,131.3,195.0,78.8,1983.2432720000004,396.49309359999995,26.6219712,57.45992469273967,1174.7400025999996,1840.993453999999,3015.7334565999986,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.6,0.6,131.3,195.0,78.8,2695.3318745406004,821.3808878406003,40.2899904,67.86013579166156,887.5391942999996,1840.993453999999,2728.5326482999985,57.42558945940011,0.0,50.241960000000006,107.6675494594001
5,1,1989/1990,1993/1994,0.6,0.6,175.0,260.0,105.0,4741.256867200002,2592.837736447,73.09655999999998,77.79926742216433,613.0710502469994,1840.993453999999,2454.0645042469987,104.97547280000003,0.0,60.061260000000004,165.03673280000004
5,2,1994/1995,1998/1999,0.6,0.6,175.0,260.0,105.0,4185.415756,2442.30602198,61.08730559999999,63.12206887473994,1018.3804469799996,1840.993453999999,2859.373900979999,0.0,0.0,1.6225800000000135,1.6225800000000135
5,3,1999/2000,2003/2004,0.6,0.6,175.0,260.0,105.0,5142.136992100002,2904.1412938000008,79.05625920000003,81.04304384995385,523.4944826999999,1840.993453999999,2364.487936699999,73.12168510000015,0.0,48.616874800000005,121.73855990000015
5,4,2004/2005,2008/2009,0.6,0.6,175.0,260.0,105.0,4340.4744316999995,2323.184696784,66.090672,73.05076616949955,744.2004460839995,1840.993453999999,2585.1939000839984,95.22392830000015,0.0,50.241960000000006,145.46588830000016
5,5,2009/2010,2013/2014,0.6,0.6,175.0,260.0,105.0,2118.143272,531.3930935999999,26.6219712,57.45992469273967,1174.7400025999996,1840.993453999999,3015.7334565999986,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.6,0.6,175.0,260.0,105.0,2830.2318745406,956.2808878406001,40.2899904,67.86013579166156,887.5391942999996,1840.993453999999,2728.5326482999985,57.425589459400115,0.0,50.241960000000006,107.66754945940012
5,1,1989/1990,1993/1994,0.7,0.7,0.0,0.0,0.0,4231.93232345,2246.4298601500004,73.09655999999998,61.628292795191506,1236.2360812000002,1380.7450905000003,2616.9811717000002,81.78980655,0.0,52.571470000000005,134.36127655
5,2,1994/1995,1998/1999,0.7,0.7,0.0,0.0,0.0,3647.0383360000005,1815.2440438300005,61.08730559999999,56.85732305301912,1389.94425233,1380.7450905000003,2770.68934283,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,0.0,0.0,0.0,4662.330012649997,2163.5073940599996,79.05625920000003,77.56130995967608,722.9159259099996,1380.7450905000003,2103.66101641,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,0.0,0.0,0.0,3870.42758505,1824.9857674400005,66.090672,63.488758921852394,1176.2967268900004,1380.7450905000003,2557.0418173900007,34.39711494999999,0.0,41.11562000000001,75.51273495
5,5,2009/2010,2013/2014,0.7,0.7,0.0,0.0,0.0,1578.4682720000003,4.151660319999976,26.6219712,48.86543678001432,1647.4219328200004,1380.7450905000003,3028.1670233200007,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,0.0,0.0,0.0,2334.1153594500006,330.1234519495,40.2899904,62.20218927825853,1217.7466369995002,1380.7450905000003,2598.4917274995005,22.668444549999986,0.0,41.11562000000001,63.78406455
5,1,1989/1990,1993/1994,0.7,0.7,43.8,65.0,26.3,4367.032323449998,2246.4298601500004,73.09655999999998,65.82168087227916,1101.1360812000007,1380.7450905000003,2481.881171700001,81.78980655,0.0,52.571470000000005,134.36127655
5,2,1994/1995,1998/1999,0.7,0.7,43.8,65.0,26.3,3782.1383360000004,1950.3440438300008,61.08730559999999,56.857323053019115,1389.9442523300002,1380.7450905000003,2770.6893428300004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,43.8,65.0,26.3,4797.4300126499975,2235.21824118,79.05625920000003,79.52885487384098,659.5267730299998,1380.7450905000003,2040.2718635300002,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,43.8,65.0,26.3,4005.52758505,1868.8014622300007,66.090672,66.32214542883126,1085.0124216800007,1380.7450905000003,2465.757512180001,34.39711494999999,0.0,41.11562000000001,75.51273495
5,5,2009/2010,2013/2014,0.7,0.7,43.8,65.0,26.3,1713.5682720000002,120.69324119999989,26.6219712,49.44147418539851,1628.8635137000003,1380.7450905000003,3009.6086042000006,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,43.8,65.0,26.3,2469.21535945,451.39963762950003,40.2899904,62.6312686131909,1203.9228226795003,1380.7450905000003,2584.667913179501,22.668444549999997,0.0,41.11562000000001,63.784064550000004
5,1,1989/1990,1993/1994,0.7,0.7,87.5,130.0,52.5,4501.93232345,2246.7548601500007,73.09655999999998,69.99877339984447,966.5610811999999,1380.7450905000003,2347.3061717,81.78980655,0.0,52.571470000000005,134.36127655
5,2,1994/1995,1998/1999,0.7,0.7,87.5,130.0,52.5,3917.0383360000005,2085.2440438300005,61.08730559999999,56.857323053019115,1389.9442523300002,1380.7450905000003,2770.6893428300004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,87.5,130.0,52.5,4932.330012649997,2370.11824118,79.05625920000003,79.52885487384098,659.5267730299998,1380.7450905000003,2040.2718635300002,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,87.5,130.0,52.5,4140.427585049999,1946.0082699900001,66.090672,68.11289261216469,1027.3192294399998,1380.7450905000003,2408.06431994,34.39711495,0.0,41.11562000000001,75.51273495000001
5,5,2009/2010,2013/2014,0.7,0.7,87.5,130.0,52.5,1848.468272,255.5932411999999,26.6219712,49.44147418539851,1628.8635137000003,1380.7450905000003,3009.6086042000006,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,87.5,130.0,52.5,2604.11535945,586.2996376295001,40.2899904,62.6312686131909,1203.9228226795003,1380.7450905000003,2584.667913179501,22.668444550000025,0.0,41.11562000000001,63.78406455000003
5,1,1989/1990,1993/1994,0.7,0.7,131.3,195.0,78.8,4637.032323449999,2281.7404798055004,73.09655999999998,73.10623786232888,866.4467008554998,1380.7450905000003,2247.1917913555,81.78980655,0.0,52.571470000000005,134.36127655
5,2,1994/1995,1998/1999,0.7,0.7,131.3,195.0,78.8,4052.138336000001,2220.344043830001,61.08730559999999,56.857323053019115,1389.9442523300002,1380.7450905000003,2770.6893428300004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,131.3,195.0,78.8,5067.4300126499975,2505.2182411800004,79.05625920000003,79.52885487384098,659.5267730299997,1380.7450905000003,2040.27186353,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,131.3,195.0,78.8,4275.527585049998,2081.1082699900003,66.090672,68.11289261216469,1027.3192294399998,1380.7450905000003,2408.06431994,34.39711494999999,0.0,41.11562000000001,75.51273495
5,5,2009/2010,2013/2014,0.7,0.7,131.3,195.0,78.8,1983.5682720000004,390.6932412,26.6219712,49.44147418539852,1628.8635137,1380.7450905000003,3009.6086042000006,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,131.3,195.0,78.8,2739.21535945,721.3996376295001,40.2899904,62.6312686131909,1203.9228226795003,1380.7450905000003,2584.667913179501,22.668444550000014,0.0,41.11562000000001,63.784064550000025
5,1,1989/1990,1993/1994,0.7,0.7,175.0,260.0,105.0,4771.932323449999,2416.6404798055,73.09655999999998,73.10623786232887,866.4467008554997,1380.7450905000003,2247.1917913555,81.78980655,0.0,52.571470000000005,134.36127655
5,2,1994/1995,1998/1999,0.7,0.7,175.0,260.0,105.0,4187.038336,2355.2440438300005,61.08730559999999,56.857323053019115,1389.9442523300002,1380.7450905000003,2770.6893428300004,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.7,0.7,175.0,260.0,105.0,5202.330012649997,2640.11824118,79.05625920000003,79.52885487384098,659.5267730299997,1380.7450905000003,2040.27186353,22.668444550000014,0.0,38.87709480000001,61.54553935000003
5,4,2004/2005,2008/2009,0.7,0.7,175.0,260.0,105.0,4410.427585049998,2216.0082699900004,66.090672,68.11289261216469,1027.3192294399998,1380.7450905000003,2408.06431994,34.39711494999999,0.0,41.11562000000001,75.51273495
5,5,2009/2010,2013/2014,0.7,0.7,175.0,260.0,105.0,2118.468272000001,525.5932412,26.6219712,49.44147418539851,1628.8635136999999,1380.7450905000003,3009.6086042,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.7,0.7,175.0,260.0,105.0,2874.1153594500006,856.2996376295001,40.2899904,62.6312686131909,1203.9228226795003,1380.7450905000003,2584.667913179501,22.668444550000043,0.0,41.115620000000014,63.78406455000005
5,1,1989/1990,1993/1994,0.8,0.8,0.0,0.0,0.0,4295.062514399998,2140.79262136,73.09655999999998,58.508352877608935,1527.7170149600006,920.4967269999995,2448.2137419600003,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,0.0,0.0,0.0,3647.3633360000013,1742.7382184800003,61.08730559999999,51.72818820680068,1777.3617904800014,920.4967269999995,2697.858517480001,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,0.0,0.0,0.0,4693.552871999998,2007.1171353599998,79.05625920000003,72.96157764176392,995.5511713600001,920.4967269999995,1916.0478983599996,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,0.0,0.0,0.0,3912.765674800001,1756.1288416000002,66.090672,58.57263719526517,1525.350074800001,920.4967269999995,2445.8468018000003,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,0.0,0.0,0.0,1578.4682719999994,3.5382203199999793,26.6219712,42.773917752344175,2107.0568563200004,920.4967269999995,3027.55358332,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,0.0,0.0,0.0,2366.2351440000007,276.42317718799995,40.2899904,56.757723996013766,1592.174941188001,920.4967269999995,2512.6716681880007,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,43.8,65.0,26.3,4430.162514399999,2140.79262136,73.09655999999998,62.177567445060625,1392.6170149600007,920.4967269999995,2313.11374196,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,43.8,65.0,26.3,3782.463336000001,1877.8382184800007,61.08730559999999,51.72818820680068,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,43.8,65.0,26.3,4828.652871999999,2054.2531864799994,79.05625920000003,75.3506124503581,907.5872224800002,920.4967269999995,1828.0839494799998,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,43.8,65.0,26.3,4047.8656748000008,1767.2113118400002,66.090672,61.94086019167352,1401.332545040001,920.4967269999995,2321.8292720400004,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,43.8,65.0,26.3,1713.5682719999993,114.89338879999988,26.6219712,43.41880954890132,2083.3120248,920.4967269999995,3003.8087517999993,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,43.8,65.0,26.3,2501.3351440000006,383.9279372679998,40.2899904,57.50718999384346,1564.5797012680005,920.4967269999995,2485.076428268,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,87.5,130.0,52.5,4565.0625144,2140.79262136,73.09655999999998,65.84135016267153,1257.7170149600006,920.4967269999995,2178.2137419600003,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,87.5,130.0,52.5,3917.3633360000013,2012.7382184800008,61.08730559999999,51.72818820680069,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,87.5,130.0,52.5,4963.552871999998,2189.1531864799995,79.05625920000003,75.3506124503581,907.58722248,920.4967269999995,1828.0839494799995,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,87.5,130.0,52.5,4182.765674799999,1819.8433236,66.090672,64.17519698579012,1319.064556800001,920.4967269999995,2239.5612838000006,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,87.5,130.0,52.5,1848.4682719999994,249.79338879999992,26.6219712,43.41880954890132,2083.3120248000005,920.4967269999995,3003.8087518,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,87.5,130.0,52.5,2636.2351440000007,518.827937268,40.2899904,57.50718999384344,1564.5797012680007,920.4967269999995,2485.076428268,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,131.3,195.0,78.8,4700.162514399999,2165.15506096,73.09655999999998,68.84889916181099,1146.9794545600005,920.4967269999995,2067.47618156,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,131.3,195.0,78.8,4052.463336000001,2147.8382184800003,61.08730559999999,51.72818820680068,1777.3617904800014,920.4967269999995,2697.858517480001,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,131.3,195.0,78.8,5098.652871999998,2324.25318648,79.05625920000003,75.35061245035808,907.5872224800002,920.4967269999995,1828.0839494799998,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
5,4,2004/2005,2008/2009,0.8,0.8,131.3,195.0,78.8,4317.865674799998,1954.9433236,66.090672,64.17519698579011,1319.064556800001,920.4967269999995,2239.5612838000006,1.1853651999999935,0.0,31.989279999999994,33.174645199999986
5,5,2009/2010,2013/2014,0.8,0.8,131.3,195.0,78.8,1983.5682719999993,384.89338879999997,26.6219712,43.41880954890132,2083.3120248000005,920.4967269999995,3003.8087518,0.0,0.0,0.0,0.0
5,6,2014/2015,2018/2019,0.8,0.8,131.3,195.0,78.8,2771.3351440000006,653.9279372679999,40.2899904,57.50718999384344,1564.5797012680002,920.4967269999995,2485.0764282679997,0.0,0.0,31.989279999999994,31.989279999999994
5,1,1989/1990,1993/1994,0.8,0.8,175.0,260.0,105.0,4835.062514399999,2300.0550609599995,73.09655999999998,68.84889916181099,1146.9794545600005,920.4967269999995,2067.47618156,26.149405599999906,0.0,45.08167999999999,71.2310855999999
5,2,1994/1995,1998/1999,0.8,0.8,175.0,260.0,105.0,4187.363335999999,2282.7382184800003,61.08730559999999,51.72818820680068,1777.361790480001,920.4967269999995,2697.8585174800005,0.0,0.0,0.0,0.0
5,3,1999/2000,2003/2004,0.8,0.8,175.0,260.0,105.0,5233.5528719999975,2459.1531864799995,79.05625920000003,75.35061245035807,907.58722248,920.4967269999995,1828.0839494799995,1.1853651999999721,0.0,29.137314799999984,30.322679999999956
