period_years,FEA,FEB,init_label,Satisf_prom_pct_mean,Satisf_prom_pct_std,Satisf_prom_pct_min,Satisf_prom_pct_max,Def_total_Hm3_mean,Def_total_Hm3_std,Def_total_Hm3_min,Def_total_Hm3_max,Def_modelo_Hm3_mean,Def_modelo_Hm3_std,Def_modelo_Hm3_min,Def_modelo_Hm3_max,Def_FE_Hm3_mean,Def_FE_Hm3_std,Def_FE_Hm3_min,Def_FE_Hm3_max,Rebalse_total_Hm3_mean,Rebalse_total_Hm3_std,Rebalse_total_Hm3_min,Rebalse_total_Hm3_max,Qturb_total_Hm3_mean,Qturb_total_Hm3_std,Qturb_total_Hm3_min,Qturb_total_Hm3_max,Qdis_prom_Hm3_mes_mean,Qdis_prom_Hm3_mes_std,Qdis_prom_Hm3_mes_min,Qdis_prom_Hm3_mes_max,VRFI_fin_Hm3_mean,VRFI_fin_Hm3_std,VRFI_fin_Hm3_min,VRFI_fin_Hm3_max,A_fin_Hm3_mean,A_fin_Hm3_std,A_fin_Hm3_min,A_fin_Hm3_max,B_fin_Hm3_mean,B_fin_Hm3_std,B_fin_Hm3_min,B_fin_Hm3_max,TOTAL_fin_Hm3_mean,TOTAL_fin_Hm3_std,TOTAL_fin_Hm3_min,TOTAL_fin_Hm3_max
15,0.5,0.5,0%,74.8425570018612,2.7292186382047885,72.91270799544587,76.7724060082765,8640.526247960679,188.4177617801178,8507.294770909966,8773.757725011392,1736.8007954606855,188.4177617801177,1603.569318409973,1870.0322725113983,6903.7254524999935,0.0,6903.7254524999935,6903.7254524999935,4986.945223562548,3216.486027373281,2712.5461420151214,7261.344305109974,10153.869880602479,3404.903789152531,7746.2393220049535,12561.500439200005,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,116.05039399999501,7.129474066026067e-12,116.05039399998996,116.05039400000004,0.0,0.0,0.0,0.0,58.86247740000003,0.7153411810748715,58.3566548,59.36830000000007,174.91287139999503,0.7153411810677597,174.40704880000004,175.41869399999004
15,0.5,0.5,100%,77.24217573473555,4.286906398894515,74.21087514976524,80.27347631970588,8474.86315873627,295.95624818533247,8265.590488709893,8684.135828762648,1571.1377062362776,295.95624818533287,1361.8650362098997,1780.4103762626553,6903.7254524999935,0.0,6903.7254524999935,6903.7254524999935,5361.28213433634,3108.947540970675,3162.9242457627342,7559.640022909946,10693.869880600061,3404.9037891560224,8286.239322000067,13101.500439200054,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,116.05039399999903,1.4269000264518148e-12,116.05039399999802,116.05039400000004,0.0,0.0,0.0,0.0,58.86247739999999,0.7153411810748113,58.3566548,59.368299999999984,174.912871399999,0.7153411810733868,174.40704880000004,175.418693999998
15,0.5,0.5,25%,76.15900684078834,3.5498349173496626,73.6488944986376,78.66911918293907,8549.642165361269,245.07085671080236,8376.350900709864,8722.933430012674,1645.9167128612753,245.0708567108018,1472.6254482098705,1819.20797751268,6903.7254524999935,0.0,6903.7254524999935,6903.7254524999935,5031.161140961336,3159.8329324452407,2796.821847012732,7265.500434909939,10288.969880600058,3404.903789156054,7881.339322000042,12696.600439200074,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,116.05039399999995,1.3556291398472036e-13,116.05039399999986,116.05039400000004,0.0,0.0,0.0,0.0,58.862477400000046,0.7153411810748841,58.3566548,59.36830000000009,174.9128714,0.7153411810747635,174.40704880000004,175.41869399999996
15,0.5,0.5,50%,76.96118540920199,3.889526069544776,74.21087514982501,79.71149566857895,8494.261959359195,268.52220124478646,8304.388089959868,8684.135828758523,1590.5365068592018,268.5222012447862,1400.6626374598748,1780.410376258529,6903.7254524999935,0.0,6903.7254524999935,6903.7254524999935,5110.680934961353,3136.3815879082917,2892.9242457627684,7328.437624159938,10423.869880602128,3404.90378915312,8016.239322004186,12831.50043920007,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,116.05039399999973,4.571833171139989e-13,116.0503939999994,116.05039400000004,0.0,0.0,0.0,0.0,58.862477400000046,0.7153411810748841,58.3566548,59.36830000000009,174.91287139999977,0.7153411810744419,174.40704880000004,175.4186939999995
15,0.5,0.5,75%,77.24217573473507,4.286906398895228,74.21087514976425,80.27347631970588,8474.863158736305,295.9562481853833,8265.590488709893,8684.135828762719,1571.1377062363122,295.95624818538204,1361.8650362098997,1780.4103762627246,6903.7254524999935,0.0,6903.7254524999935,6903.7254524999935,5226.382134336347,3108.947540970664,3028.024245762749,7424.740022909946,10558.969880600034,3404.9037891560592,8151.339322000014,12966.600439200056,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,116.05039399999978,3.4664000502432566e-13,116.05039399999954,116.05039400000004,0.0,0.0,0.0,0.0,58.862477399999996,0.7153411810748137,58.3566548,59.36829999999999,174.9128713999998,0.715341181074452,174.40704880000004,175.41869399999953
15,0.6,0.6,0%,67.35737486981819,3.244225192633736,65.06336123641064,69.65138850322575,8227.249025371815,268.76688043232576,8037.202141659764,8417.295909083867,2704.268663371822,268.76688043232576,2514.2217796597706,2894.3155470838738,5522.980361999994,0.0,5522.980361999994,5522.980361999994,4633.3044039422375,3126.2827901441965,2422.688643124476,6843.920164759999,10213.50628357041,3395.049670576513,7812.843639040603,12614.168928100216,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,65.84705102970555,10.287886163527048,58.57241695940032,73.12168510001078,0.0,0.0,0.0,0.0,49.429417400000006,1.1491087649258949,48.61687480000001,50.241960000000006,115.27646842970555,9.13877739860115,108.81437695940032,121.73855990001078
15,0.6,0.6,100%,69.83253929236031,5.361726919494997,66.04122582871494,73.62385275600569,8022.194757895499,444.19068724166465,7708.104510807005,8336.285004983993,2499.214395895505,444.19068724166414,2185.124148807011,2813.3046429839983,5522.980361999994,0.0,5522.980361999994,5522.980361999994,4968.250136465758,2950.8589833347487,2881.677739024516,7054.822533907,10753.506283570248,3395.049670576399,8352.843639040522,13154.168928099974,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,65.84705102970655,10.287886163528562,58.57241695940025,73.12168510001285,0.0,0.0,0.0,0.0,49.429417400000006,1.1491087649258949,48.61687480000001,50.241960000000006,115.27646842970654,9.138777398602677,108.81437695940024,121.73855990001286
15,0.6,0.6,25%,68.55094206782624,3.862512053401821,65.81973360245104,71.28215053320145,8128.368302441928,319.988673283899,7902.102141659997,8354.63446322386,2605.387940441934,319.9886732838985,2379.121779660003,2831.6541012238654,5522.980361999994,0.0,5522.980361999994,5522.980361999994,4669.52368101223,3075.060997292454,2495.127197264468,6843.920164759992,10348.60628357029,3395.0496705763458,7947.943639040602,12749.268928099978,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,65.84705102970706,10.287886163529244,58.57241695940028,73.12168510001385,0.0,0.0,0.0,0.0,49.429417400000006,1.1491087649258949,48.61687480000001,50.241960000000006,115.27646842970705,9.13877739860334,108.81437695940028,121.73855990001384
15,0.6,0.6,50%,69.43993718286904,4.806503691636164,66.04122582871494,72.83864853702316,8054.719764007498,398.193382481807,7773.154523031004,8336.285004983993,2531.7394020075044,398.193382481807,2250.17416103101,2813.3046429839987,5522.980361999994,0.0,5522.980361999994,5522.980361999994,4730.775142577801,2996.85628809455,2611.6777390245984,6849.872546131002,10483.50628357029,3395.0496705763467,8082.843639040601,12884.16892809998,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,65.84705102970588,10.287886163527991,58.57241695939999,73.12168510001179,0.0,0.0,0.0,0.0,49.429417400000006,1.1491087649258949,48.61687480000001,50.241960000000006,115.27646842970589,9.138777398602093,108.8143769594,121.7385599000118
15,0.6,0.6,75%,69.83253929236031,5.361726919494997,66.04122582871494,73.62385275600569,8022.194757895499,444.19068724166465,7708.104510807005,8336.285004983993,2499.214395895505,444.19068724166414,2185.124148807011,2813.3046429839983,5522.980361999994,0.0,5522.980361999994,5522.980361999994,4833.350136465759,2950.8589833347487,2746.777739024516,6919.922533907001,10618.606283570247,3395.049670576402,8217.943639040519,13019.268928099977,57.70712639999999,18.91215804430531,44.33421119999999,71.08004159999999,65.84705102970655,10.287886163528562,58.57241695940025,73.12168510001285,0.0,0.0,0.0,0.0,49.429417400000006,1.1491087649258949,48.61687480000001,50.241960000000006,115.27646842970654,9.138777398602677,108.81437695940024,121.73855990001286
